timestamp,location,mining_activity,mining_depth_m,ch4_pct,co_ppm,gas_pressure_mpa,gas_emission_rate_m3t,vertical_stress_mpa,horizontal_stress_mpa,vibration_level,seismic_amplitude_mm,microseismic_activity,temperature_c,humidity_pct,airflow_m3min,gas_diffusion_coeff,coal_strength_mpa,permeability_md,stress_energy_index,mox_sensor_1,mox_sensor_2,mox_sensor_3,mox_sensor_4,mox_sensor_5,mox_sensor_6,mox_sensor_7,mox_sensor_8,risk_score,outburst_risk_binary,outburst_risk_class
2022-01-01 02:00:20,Face-B2,Conveyor-Running,249.6,1.19,3.55,0.6367,1.814,5.97,3.16,0.75,0.724,0.758,31.4,68.2,153.9,0.06289,32.54,4.8622,0.96,1.26,1.1,1.283,1.274,1.172,1.118,1.167,1.032,0.2345,0,0
2022-01-01 02:00:40,Face-B1,Conveyor-Running,370.0,1.183,2.82,0.8722,2.408,9.68,6.81,0.761,0.655,2.257,33.3,78.5,170.6,0.05066,26.02,4.1958,2.699,1.225,1.283,1.337,1.21,1.32,1.237,1.234,1.223,0.2433,0,0
2022-01-01 02:01:00,Face-B2,Ventilation-Check,508.3,1.947,1.79,1.117,3.003,11.64,5.89,0.612,0.399,0.024,30.4,72.0,153.0,0.03969,17.66,2.8928,3.387,1.904,1.803,2.104,1.895,1.919,2.06,2.021,1.741,0.3414,0,0
2022-01-01 02:01:20,Return-Air,Cutting,432.8,1.982,0.44,1.0266,3.441,11.17,6.88,0.615,0.191,0.749,30.6,70.8,191.7,0.04107,25.14,3.662,3.556,2.207,1.966,2.17,2.153,2.043,2.088,2.014,2.172,0.3762,0,1
2022-01-01 02:01:40,Face-B1,Roof-Support,478.4,1.215,30.23,1.038,2.395,12.12,6.29,0.712,0.922,1.353,24.7,68.6,104.4,0.0472,19.79,3.0131,3.824,1.304,1.409,1.257,1.317,1.181,1.145,1.356,1.285,0.2993,0,0
2022-01-01 02:02:00,Return-Air,Ventilation-Check,559.1,1.99,11.19,1.3283,3.336,14.03,7.75,1.533,0.561,2.134,28.4,72.1,143.8,0.0433,18.41,2.1826,5.969,1.953,2.047,2.045,1.973,2.052,2.035,2.132,1.866,0.3951,0,1
2022-01-01 02:02:20,Gate-Road-2,Blasting,463.5,2.567,44.17,1.1383,4.301,10.81,6.07,0.57,0.643,0.711,27.9,72.2,149.6,0.04144,21.66,3.5383,3.023,2.524,2.605,2.646,2.537,2.745,2.614,2.684,2.586,0.3867,0,1
2022-01-01 02:02:40,Face-A1,Idle,365.4,1.037,2.98,0.819,2.392,7.53,5.74,0.616,2.69,2.18,18.6,60.7,145.3,0.04972,26.53,3.9526,1.745,1.249,1.077,1.263,1.022,1.115,1.151,1.226,1.248,0.2448,0,0
2022-01-01 02:03:00,Face-A1,Idle,493.6,1.158,11.4,1.1271,2.364,14.38,9.67,1.387,1.486,1.695,29.4,66.4,235.0,0.03646,22.06,2.4687,5.845,1.21,1.208,1.192,1.292,1.299,1.202,1.39,1.259,0.3551,0,1
2022-01-01 02:03:20,Face-A1,Blasting,392.2,3.393,4.97,1.0991,5.187,10.56,7.04,0.701,0.475,1.303,21.2,77.9,162.5,0.03734,24.64,3.1242,3.343,3.346,3.322,3.437,3.473,3.48,3.336,3.575,3.282,0.4563,0,1
2022-01-01 02:03:40,Face-A1,Conveyor-Running,467.5,1.11,5.7,0.9779,1.531,12.89,7.76,1.284,0.42,1.393,30.9,70.7,160.5,0.04686,22.35,2.5131,4.185,1.027,1.188,1.164,1.116,1.118,1.063,1.066,1.062,0.3437,0,0
2022-01-01 02:04:00,Face-A1,Roof-Support,661.1,2.27,1.81,1.4072,4.407,16.43,10.01,0.938,1.176,1.745,26.5,76.9,187.0,0.02897,12.87,1.6355,12.0,2.321,2.342,2.561,2.439,2.479,2.511,2.406,2.404,0.486,0,1
2022-01-01 02:04:20,Gate-Road-1,Roof-Support,467.5,1.18,11.77,0.9304,1.947,11.49,7.91,0.75,0.23,0.884,26.5,70.3,220.7,0.05072,20.27,2.5214,4.784,1.276,1.307,1.219,1.101,1.147,1.264,1.294,1.156,0.2785,0,0
2022-01-01 02:04:40,Face-A1,Conveyor-Running,712.5,1.419,5.51,1.4965,2.555,18.4,11.6,1.192,0.509,1.071,26.0,66.3,154.1,0.03071,11.17,2.773,12.0,1.668,1.466,1.45,1.384,1.281,1.487,1.574,1.541,0.5085,0,1
2022-01-01 02:05:00,Face-A2,Roof-Support,671.8,2.284,6.15,1.543,4.33,14.59,8.77,1.046,0.836,0.6,25.6,82.2,190.1,0.02772,11.1,1.5625,11.453,2.323,2.338,2.494,2.503,2.623,2.519,2.697,2.337,0.4712,0,1
2022-01-01 02:05:20,Gate-Road-2,Cutting,430.5,2.063,25.12,1.0806,3.187,9.42,6.84,0.621,0.808,0.328,27.1,78.4,128.8,0.04769,23.36,2.8448,2.658,2.1,2.232,2.018,2.04,1.965,2.004,2.036,1.911,0.3312,0,0
2022-01-01 02:05:40,Face-A1,Roof-Support,366.7,1.389,10.75,0.775,2.009,8.21,5.58,0.595,0.522,0.42,31.7,70.9,192.8,0.05411,25.31,3.9851,1.485,1.36,1.412,1.256,1.341,1.314,1.367,1.445,1.392,0.2612,0,0
2022-01-01 02:06:00,Gate-Road-2,Ventilation-Check,493.7,1.509,27.11,1.0594,2.541,11.8,7.27,0.874,0.418,0.823,23.7,79.8,178.4,0.03896,20.43,2.7216,4.295,1.658,1.463,1.616,1.47,1.557,1.536,1.494,1.424,0.2867,0,0
2022-01-01 02:06:20,Face-A2,Ventilation-Check,638.4,1.922,4.16,1.4036,2.942,14.9,8.58,1.317,0.444,1.588,28.0,78.2,137.9,0.02661,14.04,1.9415,9.197,1.992,1.938,2.019,1.801,1.887,1.77,2.061,1.903,0.4522,0,1
2022-01-01 02:06:40,Face-A1,Ventilation-Check,441.2,1.773,4.95,0.893,2.56,11.43,6.42,0.704,0.484,0.809,36.4,66.3,111.1,0.06478,20.28,2.9381,3.958,1.819,1.718,1.78,1.645,1.87,1.74,1.796,1.675,0.3719,0,1
2022-01-01 02:07:00,Gate-Road-1,Idle,609.0,1.304,5.35,1.2754,2.994,15.32,8.92,1.012,0.682,1.462,25.3,73.7,227.7,0.03906,12.87,3.8156,10.372,1.403,1.508,1.622,1.45,1.579,1.528,1.568,1.525,0.4663,0,1
2022-01-01 02:07:20,Face-B2,Cutting,645.0,2.868,7.73,1.5992,5.187,17.8,11.04,1.316,1.927,2.678,27.9,75.8,216.5,0.03563,11.1,1.7753,12.0,3.052,3.126,3.026,3.001,3.037,3.025,3.271,2.802,0.5952,0,2
2022-01-01 02:07:40,Gate-Road-2,Ventilation-Check,407.1,1.195,4.35,0.933,2.206,13.15,8.56,1.639,1.972,2.036,31.4,76.9,201.1,0.04761,24.42,2.9878,4.811,1.228,1.064,1.292,1.285,1.198,1.321,1.295,1.172,0.3916,0,1
2022-01-01 02:08:00,Gate-Road-1,Conveyor-Running,418.9,1.304,3.33,0.7899,1.925,8.96,4.22,0.487,0.826,1.541,36.7,89.6,231.7,0.05415,23.39,3.0069,1.874,1.243,1.285,1.263,1.276,1.267,1.352,1.302,1.343,0.3234,0,0
2022-01-01 02:08:20,Gate-Road-2,Cutting,585.5,1.445,22.82,1.2472,2.897,14.81,7.33,0.766,0.279,0.0,34.2,78.4,201.5,0.03546,17.18,2.0728,5.965,1.595,1.566,1.691,1.436,1.628,1.572,1.614,1.404,0.421,0,1
2022-01-01 02:08:40,Face-A2,Cutting,518.2,2.723,9.76,1.2704,3.526,13.13,7.12,0.668,1.227,1.309,27.4,78.6,142.5,0.03391,17.39,2.5855,5.983,2.634,2.632,2.625,2.397,2.714,2.548,2.727,2.562,0.481,0,1
2022-01-01 02:09:00,Face-A1,Conveyor-Running,417.7,1.661,7.48,0.9647,3.233,10.42,5.93,0.593,0.409,0.908,29.6,61.1,188.0,0.04616,25.08,3.2469,2.675,1.905,1.762,1.753,1.69,1.669,1.791,1.828,1.706,0.3438,0,0
2022-01-01 02:09:20,Gate-Road-1,Ventilation-Check,457.7,1.359,1.83,0.9923,2.396,10.14,7.04,0.733,0.255,0.999,27.2,98.0,241.0,0.04535,25.58,2.8981,2.97,1.391,1.316,1.483,1.453,1.468,1.352,1.425,1.275,0.2539,0,0
2022-01-01 02:09:40,Gate-Road-2,Conveyor-Running,491.5,1.348,2.32,1.0303,2.029,11.19,6.49,0.615,0.667,1.425,32.4,59.1,158.4,0.0514,23.59,2.3008,3.108,1.284,1.406,1.432,1.231,1.239,1.208,1.375,1.376,0.2856,0,0
2022-01-01 02:10:00,Return-Air,Conveyor-Running,312.2,1.053,3.32,0.5721,2.316,8.09,5.06,0.49,0.651,1.14,27.5,66.5,168.0,0.07672,29.2,4.1148,1.684,1.175,1.073,1.51,1.177,1.315,1.244,1.283,1.159,0.1361,0,0
2022-01-01 02:10:20,Face-B1,Roof-Support,591.9,2.299,5.01,1.3568,3.861,13.66,8.53,0.737,0.266,1.159,34.8,66.9,195.3,0.03776,16.4,2.3301,7.706,2.43,2.235,2.33,2.312,2.501,2.433,2.422,2.348,0.4561,0,1
2022-01-01 02:10:40,Face-A2,Idle,442.6,1.028,0.25,0.9513,1.824,11.26,5.93,1.198,0.385,0.094,20.3,68.9,240.5,0.05476,19.33,2.9868,2.991,1.117,0.974,0.979,1.053,1.079,1.053,1.128,1.084,0.1541,0,0
2022-01-01 02:11:00,Gate-Road-1,Roof-Support,200.0,0.664,17.54,0.4119,1.947,5.0,3.99,0.868,1.537,1.129,30.5,63.2,206.9,0.08977,37.4,5.6728,0.233,0.828,0.786,0.88,0.848,0.862,0.85,0.923,0.768,0.1745,0,0
2022-01-01 02:11:20,Face-A2,Cutting,497.1,2.199,29.96,1.2216,3.406,12.6,7.03,0.816,0.688,0.855,31.0,55.8,145.8,0.03579,18.35,2.4197,4.545,2.227,2.169,2.198,2.049,2.319,2.147,2.314,2.011,0.3842,0,1
2022-01-01 02:11:40,Return-Air,Idle,411.0,0.639,6.07,0.7344,1.653,9.13,6.73,0.576,0.294,0.979,17.9,83.8,184.3,0.06527,24.36,3.7144,2.347,0.72,0.803,0.742,0.821,0.779,0.827,0.807,0.742,0.2469,0,0
2022-01-01 02:12:00,Gate-Road-2,Roof-Support,702.7,2.115,3.04,1.4323,3.961,17.76,10.55,1.655,0.785,2.16,21.5,66.8,184.1,0.02847,10.8,1.3401,12.0,2.237,2.243,2.336,2.119,2.242,2.157,2.314,2.237,0.5197,0,1
2022-01-01 02:12:20,Face-B1,Idle,429.7,0.911,2.73,0.8871,1.464,9.69,5.54,0.783,0.647,0.513,33.3,50.8,206.0,0.04317,21.57,2.997,2.628,0.915,0.974,0.92,0.821,0.902,0.894,0.999,0.768,0.2427,0,0
2022-01-01 02:12:40,Gate-Road-1,Roof-Support,368.3,0.525,10.6,0.6918,1.128,9.4,4.75,0.523,0.415,0.841,30.1,69.1,124.9,0.05709,26.64,3.5201,1.579,0.413,0.638,0.653,0.407,0.616,0.567,0.668,0.67,0.2142,0,0
2022-01-01 02:13:00,Gate-Road-1,Roof-Support,561.0,1.465,2.7,1.2341,2.644,15.63,9.54,1.28,0.477,0.764,31.2,76.4,126.1,0.04218,19.1,1.8613,7.701,1.518,1.681,1.563,1.652,1.49,1.679,1.512,1.571,0.3965,0,1
2022-01-01 02:13:20,Face-A1,Cutting,420.7,2.576,12.02,1.0451,3.22,10.83,8.3,0.653,0.224,0.95,34.7,56.0,175.7,0.05037,25.98,3.2462,3.461,2.363,2.376,2.523,2.39,2.485,2.509,2.584,2.546,0.3273,0,0
2022-01-01 02:13:40,Gate-Road-2,Cutting,406.5,1.827,30.3,1.0188,2.222,10.55,6.66,1.122,1.021,1.87,26.6,78.2,179.2,0.04391,23.55,3.1732,3.021,1.671,1.741,1.74,1.634,1.822,1.774,1.747,1.698,0.293,0,0
2022-01-01 02:14:00,Face-B1,Cutting,561.1,1.515,6.76,1.1557,1.872,15.01,9.22,0.981,0.666,1.732,34.7,75.2,146.1,0.0417,18.77,2.2551,7.991,1.504,1.564,1.368,1.294,1.503,1.424,1.342,1.376,0.4203,0,1
2022-01-01 02:14:20,Gate-Road-2,Cutting,375.1,2.569,11.32,0.9908,3.696,7.69,4.08,0.739,0.238,0.094,39.7,63.3,182.9,0.04558,28.25,3.6804,1.295,2.558,2.552,2.552,2.346,2.779,2.485,2.537,2.583,0.3454,0,0
2022-01-01 02:14:40,Face-A2,Conveyor-Running,325.1,0.708,21.11,0.571,0.909,10.19,6.59,0.883,0.989,0.799,33.1,74.9,180.9,0.07552,30.08,3.8417,2.187,0.636,0.616,0.684,0.739,0.648,0.753,0.672,0.691,0.1413,0,0
2022-01-01 02:15:00,Gate-Road-2,Cutting,707.1,3.168,5.33,1.6504,4.75,16.41,9.97,0.835,0.522,0.0,29.7,88.3,253.4,0.02426,7.97,1.8814,12.0,3.162,3.034,3.255,3.058,3.277,3.055,3.391,3.064,0.5633,0,2
2022-01-01 02:15:20,Face-B1,Cutting,569.5,3.244,18.25,1.418,4.859,15.29,9.13,1.165,0.588,1.65,27.8,72.6,164.1,0.02169,18.06,2.3045,7.76,3.119,3.257,3.199,3.096,3.18,3.236,3.282,3.061,0.552,0,2
2022-01-01 02:15:40,Face-A1,Idle,468.3,0.828,7.88,1.0027,1.797,12.6,7.96,0.709,0.226,1.35,28.8,67.0,133.4,0.0426,22.66,3.2588,4.135,0.937,0.965,0.986,0.744,0.98,0.984,0.877,0.915,0.2768,0,0
2022-01-01 02:16:00,Gate-Road-2,Idle,499.6,0.635,14.77,0.8999,1.357,11.41,5.39,1.003,1.301,0.953,28.7,63.8,238.3,0.05504,21.15,2.4339,2.926,0.7,0.687,0.668,0.727,0.816,0.711,0.776,0.656,0.2747,0,0
2022-01-01 02:16:20,Face-A1,Cutting,560.7,2.796,25.04,1.3306,4.138,15.23,9.06,0.872,0.323,0.449,28.1,90.1,158.0,0.04139,15.39,2.095,9.136,2.759,2.953,2.899,2.622,2.815,2.763,2.981,2.759,0.5366,0,1
2022-01-01 02:16:40,Face-A2,Ventilation-Check,616.8,2.089,11.05,1.4336,4.427,16.02,8.65,0.83,0.655,1.503,23.6,69.9,196.7,0.0289,10.29,1.6379,12.0,2.343,2.22,2.435,2.324,2.301,2.24,2.539,2.137,0.5398,0,1
2022-01-01 02:17:00,Return-Air,Ventilation-Check,409.3,1.087,8.1,0.9464,1.981,12.5,7.52,0.903,0.327,0.749,29.7,69.6,225.2,0.04505,23.83,2.9846,3.892,1.234,1.012,1.152,1.011,1.064,1.062,1.173,1.136,0.2598,0,0
2022-01-01 02:17:20,Return-Air,Cutting,543.9,2.552,3.53,1.2436,4.457,13.83,7.72,2.049,1.12,2.796,28.9,80.8,247.6,0.0395,19.92,2.2363,4.976,2.672,2.578,2.694,2.523,2.676,2.666,2.654,2.554,0.4558,0,1
2022-01-01 02:17:40,Face-B2,Blasting,439.2,2.024,18.66,0.9991,2.733,10.85,5.99,0.55,0.57,0.707,33.5,77.7,186.1,0.05543,20.25,2.7698,3.209,2.036,2.037,1.963,1.975,2.079,1.854,1.962,2.004,0.4047,0,1
2022-01-01 02:18:00,Face-B2,Conveyor-Running,477.3,1.133,2.59,0.9102,2.622,11.32,5.72,0.571,0.201,0.835,30.3,58.2,133.4,0.05486,23.34,3.2757,2.561,1.389,1.17,1.347,1.282,1.193,1.372,1.32,1.291,0.2385,0,0
2022-01-01 02:18:20,Face-B1,Ventilation-Check,519.3,1.461,4.64,1.0039,2.337,10.89,7.43,0.605,0.261,0.282,25.1,74.0,196.4,0.05133,20.75,2.8396,4.282,1.393,1.381,1.654,1.416,1.486,1.441,1.461,1.446,0.2441,0,0
2022-01-01 02:18:40,Face-A2,Idle,499.2,1.185,6.93,1.0213,3.359,12.1,6.72,0.649,0.772,0.919,23.6,67.1,175.2,0.03796,20.5,2.584,4.22,1.574,1.446,1.423,1.36,1.523,1.447,1.577,1.405,0.3571,0,1
2022-01-01 02:19:00,Face-A2,Cutting,588.3,2.871,14.38,1.3711,4.017,14.38,8.13,1.109,1.228,0.186,28.0,83.8,137.6,0.04216,16.62,1.7408,6.9,2.838,2.813,2.994,2.622,2.72,2.844,3.104,2.664,0.4743,0,1
2022-01-01 02:19:20,Face-B2,Roof-Support,558.5,1.981,4.1,1.3461,3.028,14.28,9.79,0.991,0.481,1.986,24.5,60.5,218.2,0.03172,20.65,2.3551,6.242,1.962,1.956,2.039,1.935,2.094,1.941,1.926,1.858,0.3571,0,1
2022-01-01 02:19:40,Gate-Road-1,Roof-Support,319.0,1.453,1.61,0.766,2.281,6.27,4.22,0.339,0.343,0.724,28.6,79.9,214.3,0.05478,30.43,4.9354,0.53,1.462,1.449,1.633,1.337,1.523,1.361,1.536,1.379,0.2274,0,0
2022-01-01 02:20:00,Gate-Road-1,Cutting,337.1,2.043,8.47,0.8415,2.983,8.14,3.26,0.444,0.263,0.345,25.3,52.4,234.7,0.05766,28.78,3.7638,1.077,2.106,2.215,2.313,2.045,2.115,1.976,2.026,1.864,0.3168,0,0
2022-01-01 02:20:20,Gate-Road-1,Roof-Support,455.6,0.89,2.52,0.9597,1.367,12.08,8.36,1.034,1.705,1.455,33.1,78.5,188.6,0.05091,21.39,2.7195,4.255,0.949,0.888,0.832,1.019,1.023,0.854,0.789,0.77,0.3126,0,0
2022-01-01 02:20:40,Face-A1,Idle,719.4,1.451,1.65,1.5206,3.547,18.8,12.6,1.012,0.458,0.284,30.3,79.7,113.8,0.03397,6.32,1.972,12.0,1.613,1.63,1.799,1.641,1.79,1.692,1.888,1.557,0.4874,0,1
2022-01-01 02:21:00,Face-B1,Blasting,397.8,3.059,6.65,1.1438,5.133,7.71,5.87,0.433,0.164,0.0,32.0,63.0,255.0,0.04435,25.52,4.3424,2.176,3.118,3.19,3.055,3.166,3.306,3.122,3.242,3.128,0.3213,0,0
2022-01-01 02:21:20,Face-A1,Ventilation-Check,475.0,1.389,9.8,1.0347,2.359,12.72,8.17,0.653,0.305,0.863,27.3,80.7,123.7,0.04343,20.24,2.6806,5.4,1.367,1.459,1.442,1.4,1.383,1.388,1.458,1.39,0.348,0,0
2022-01-01 02:21:40,Face-B2,Ventilation-Check,435.6,0.821,5.5,0.8815,2.094,10.6,5.48,1.002,0.563,1.081,28.8,70.7,144.3,0.05651,24.09,2.9279,2.107,0.918,1.019,0.971,0.835,1.021,0.876,1.199,0.841,0.2507,0,0
2022-01-01 02:22:00,Face-B1,Blasting,433.5,2.383,7.85,1.0742,4.288,10.62,6.33,1.381,0.584,1.768,31.7,50.1,159.0,0.04837,28.17,4.3779,2.627,2.463,2.461,2.686,2.475,2.567,2.52,2.55,2.432,0.3366,0,0
2022-01-01 02:22:20,Gate-Road-2,Ventilation-Check,521.4,0.882,18.47,1.0415,1.888,10.2,4.96,1.064,0.581,0.608,29.5,75.0,204.0,0.05134,19.69,2.613,2.608,1.001,0.93,1.13,0.914,0.846,0.921,1.1,0.852,0.3047,0,0
2022-01-01 02:22:40,Face-A2,Cutting,668.1,3.074,15.7,1.5449,4.656,18.49,10.4,0.929,0.708,1.762,30.8,64.0,168.0,0.03545,11.73,1.7752,12.0,3.187,2.995,3.098,3.077,3.237,3.051,3.154,3.138,0.5753,0,2
2022-01-01 02:23:00,Face-A1,Ventilation-Check,554.7,1.459,5.46,1.2257,3.244,14.08,7.56,0.79,0.387,0.479,25.3,81.3,205.1,0.03007,19.37,2.4488,4.924,1.729,1.565,1.813,1.606,1.721,1.689,1.717,1.615,0.378,0,1
2022-01-01 02:23:20,Face-A1,Cutting,403.6,1.764,7.0,0.9285,3.31,8.25,4.45,0.908,0.521,0.468,31.4,85.1,134.9,0.04703,27.44,3.6581,1.324,1.918,1.92,1.996,1.842,1.875,1.81,1.935,1.908,0.266,0,0
2022-01-01 02:23:40,Gate-Road-1,Cutting,830.4,4.5,21.87,1.984,6.486,21.21,12.86,1.508,1.14,1.519,25.7,67.9,170.6,0.02294,5.73,1.8451,12.0,4.432,4.383,4.401,4.29,4.55,4.399,4.665,4.046,0.6847,1,2
2022-01-01 02:24:00,Face-B2,Idle,509.4,0.79,1.06,1.0128,2.325,13.15,7.53,0.719,1.156,1.917,36.3,61.1,216.2,0.04591,19.55,2.4261,5.402,1.025,1.046,0.895,0.961,1.086,0.93,1.142,0.935,0.3263,0,0
2022-01-01 02:24:20,Face-A1,Roof-Support,430.7,1.077,8.73,0.9404,1.636,12.24,6.95,1.054,0.867,1.675,28.8,71.7,224.8,0.05061,22.3,3.0195,4.019,1.085,0.989,1.222,1.117,1.162,0.93,1.224,0.917,0.3322,0,0
2022-01-01 02:24:40,Face-A1,Conveyor-Running,669.5,1.666,0.17,1.3321,3.216,16.36,9.59,0.931,0.339,0.414,32.4,79.3,212.0,0.03432,14.68,1.5801,10.289,1.86,1.761,1.775,1.851,1.825,1.644,1.984,1.745,0.442,0,1
2022-01-01 02:25:00,Gate-Road-1,Blasting,443.7,3.47,0.12,1.2017,4.799,11.11,7.86,1.889,0.995,1.625,26.2,65.9,198.5,0.0413,21.19,3.2312,4.144,3.448,3.429,3.433,3.3,3.414,3.37,3.668,3.145,0.4527,0,1
2022-01-01 02:25:20,Face-A1,Blasting,699.5,4.5,45.11,1.7591,6.873,16.72,11.76,1.558,1.462,0.805,27.1,76.6,153.7,0.02773,12.89,1.4572,12.0,4.602,4.338,4.449,4.4,4.742,4.567,4.621,4.352,0.7088,1,3
2022-01-01 02:25:40,Gate-Road-2,Roof-Support,395.5,1.295,5.77,0.9764,2.381,10.61,6.0,1.158,0.91,1.621,26.9,81.0,147.8,0.04083,25.91,3.6438,1.764,1.381,1.366,1.403,1.335,1.445,1.318,1.427,1.275,0.2451,0,0
2022-01-01 02:26:00,Gate-Road-1,Roof-Support,671.6,2.107,3.03,1.4664,4.595,15.85,9.78,0.982,0.332,0.828,21.0,83.2,210.8,0.02373,15.54,1.8077,9.848,2.304,2.33,2.436,2.322,2.389,2.494,2.497,2.418,0.3824,0,1
2022-01-01 02:26:20,Face-A1,Blasting,524.1,2.546,26.6,1.3265,3.467,12.03,6.55,0.829,0.637,0.597,17.5,75.8,183.4,0.02962,18.36,2.9442,4.442,2.45,2.425,2.565,2.386,2.502,2.447,2.637,2.294,0.4188,0,1
2022-01-01 02:26:40,Face-A1,Idle,654.9,1.417,23.45,1.3611,2.481,16.29,10.39,1.159,0.471,1.89,26.8,54.8,144.5,0.02742,11.31,1.4123,12.0,1.495,1.57,1.48,1.325,1.518,1.478,1.413,1.333,0.4463,0,1
2022-01-01 02:27:00,Return-Air,Idle,728.2,1.294,0.2,1.4827,2.552,16.73,9.66,0.892,1.725,2.735,20.4,69.0,215.5,0.02204,10.3,1.1832,12.0,1.253,1.405,1.351,1.375,1.286,1.548,1.446,1.412,0.5354,0,1
2022-01-01 02:27:20,Face-A2,Ventilation-Check,364.1,1.105,0.31,0.7848,2.085,11.02,6.05,0.795,0.469,1.059,29.1,69.9,156.6,0.06061,23.77,3.6236,3.021,1.03,1.285,1.284,1.233,1.088,1.229,1.162,1.256,0.2664,0,0
2022-01-01 02:27:40,Face-A2,Conveyor-Running,653.1,1.856,15.44,1.3872,3.212,18.64,12.79,1.369,0.475,1.485,27.4,72.9,236.0,0.04136,8.91,1.8243,12.0,1.865,2.141,1.832,1.987,1.969,1.954,2.05,1.913,0.5061,0,1
2022-01-01 02:28:00,Gate-Road-2,Cutting,330.9,1.303,10.41,0.7484,1.283,7.73,3.55,0.403,0.303,0.587,16.7,46.3,160.6,0.05623,32.16,3.9201,1.022,1.154,1.216,1.091,1.178,1.38,1.128,1.149,1.089,0.224,0,0
2022-01-01 02:28:20,Return-Air,Idle,374.3,0.792,12.0,0.736,1.834,7.69,3.0,0.461,0.264,0.5,25.9,64.0,153.8,0.06235,28.59,3.6828,0.78,0.842,0.907,1.005,0.989,0.927,0.833,1.02,1.012,0.1261,0,0
2022-01-01 02:28:40,Return-Air,Roof-Support,403.6,1.414,9.49,0.8956,2.947,10.49,6.88,1.061,1.017,0.627,27.9,70.2,156.4,0.0585,25.61,3.0697,2.579,1.511,1.611,1.542,1.594,1.559,1.612,1.573,1.531,0.3323,0,0
2022-01-01 02:29:00,Gate-Road-1,Idle,560.4,1.55,3.56,1.1136,2.924,13.43,7.77,0.83,0.658,0.623,33.6,76.4,167.7,0.04417,14.87,2.7402,7.024,1.532,1.649,1.712,1.654,1.625,1.542,1.731,1.595,0.41,0,1
2022-01-01 02:29:20,Face-A2,Roof-Support,504.0,1.677,1.41,1.1171,2.724,14.01,7.89,0.752,0.354,0.76,26.2,94.6,204.5,0.0364,18.45,2.4772,5.965,1.693,1.704,1.851,1.719,1.9,1.837,1.683,1.795,0.4026,0,1
2022-01-01 02:29:40,Face-A1,Conveyor-Running,479.9,2.123,3.95,1.0584,3.477,11.05,8.82,0.657,0.831,1.394,21.4,78.6,174.6,0.0427,24.12,3.4103,3.455,2.195,2.272,2.161,1.979,2.277,2.098,2.171,2.135,0.3551,0,1
2022-01-01 02:30:00,Gate-Road-1,Idle,517.5,1.129,8.66,1.0718,1.726,13.59,8.74,1.061,0.385,0.871,20.9,62.0,244.8,0.03638,20.57,2.4407,5.742,1.141,1.01,1.066,1.075,1.102,1.016,1.161,1.145,0.3169,0,0
2022-01-01 02:30:20,Face-B2,Conveyor-Running,571.0,2.248,2.13,1.3135,4.173,14.41,8.6,1.012,0.396,1.8,25.9,63.7,176.6,0.03088,18.12,1.8384,7.238,2.396,2.394,2.453,2.261,2.323,2.328,2.619,2.364,0.4627,0,1
2022-01-01 02:30:40,Face-B1,Ventilation-Check,580.2,1.871,9.97,1.3397,3.516,13.69,7.65,0.958,0.33,1.478,24.1,65.2,138.7,0.03105,20.86,3.2891,4.775,1.855,1.996,2.029,1.942,2.118,1.996,2.169,2.0,0.3792,0,1
2022-01-01 02:31:00,Gate-Road-2,Conveyor-Running,631.3,1.966,2.27,1.3881,3.256,16.07,10.0,0.96,0.645,1.074,27.2,68.1,188.7,0.02201,10.03,1.5455,12.0,2.083,1.97,2.073,1.906,2.143,1.947,2.179,2.059,0.489,0,1
2022-01-01 02:31:20,Face-A1,Ventilation-Check,718.4,2.105,4.98,1.5324,3.784,19.01,10.02,1.345,0.422,1.192,28.7,74.3,261.1,0.0307,9.9,1.3611,12.0,2.266,2.187,2.269,2.194,2.261,2.014,2.299,2.055,0.5802,0,2
2022-01-01 02:31:40,Face-B1,Roof-Support,497.4,1.582,0.71,1.0538,3.154,12.54,7.11,1.048,0.8,1.384,30.1,62.6,179.5,0.03452,20.61,2.2983,4.323,1.727,1.811,1.819,1.671,1.705,1.719,1.772,1.579,0.3269,0,0
2022-01-01 02:32:00,Face-A1,Cutting,437.5,2.307,7.77,1.1001,4.114,11.05,6.6,0.94,0.373,1.229,30.3,69.8,110.7,0.04119,21.2,2.7917,3.969,2.386,2.277,2.433,2.319,2.527,2.353,2.599,2.389,0.3718,0,1
2022-01-01 02:32:20,Face-B1,Blasting,573.6,2.721,15.94,1.3541,4.319,13.29,8.15,1.145,0.77,1.343,25.6,70.0,145.5,0.0362,16.45,2.0296,7.036,2.711,2.615,2.829,2.662,2.83,2.671,2.918,2.626,0.4407,0,1
2022-01-01 02:32:40,Face-A1,Cutting,362.7,2.077,10.61,0.8645,4.042,10.44,6.15,0.619,0.569,0.889,30.5,75.4,193.1,0.0543,26.53,3.553,2.368,2.177,2.181,2.252,2.183,2.155,2.146,2.342,2.141,0.3244,0,0
2022-01-01 02:33:00,Face-A1,Roof-Support,418.6,0.81,4.17,0.8583,2.206,11.72,6.48,1.312,0.449,1.766,21.9,67.9,104.5,0.05317,21.54,3.7573,4.017,0.98,1.025,0.883,0.952,1.024,1.103,1.044,0.974,0.2945,0,0
